English.name,newrow
Grey-headed Lapwing,2230
Song Sparrow,2230
Plumbeous Seedeater,2230
Tepui Tinamou,2232
Masked Apalis,2233
Flame-crested Manakin,2234
Andaman Bulbul,2234
Eastern Piping Hornbill,2235
Large-billed Lark,2235
Violaceous Quail-dove,2237
Silver-throated Tanager,2238
Andaman Cuckooshrike,2239
Ruddy Kingfisher,2241
Bronze-brown Cowbird,2241
Yellow-throated Flycatcher,2242
Dolphin Gull,2245
Rufous Woodpecker,2246
Amazonian Parrotlet,2247
Hispaniolan Parakeet,2247
White-winged Triller,2247
Antillean Crested Hummingbird,2248
Olive Ibis,2250
White-spectacled Warbler,2251
Sumatran Leafbird,2251
Rufous-fronted Prinia,2252
Sooty Grassquit,2253
Black-girdled Barbet,2255
Luzon Highland Scops-owl,2256
Plum-throated Cotinga,2256
Appert's Tetraka,2256
Bornean Peacock-pheasant,2258
San Lucas Robin,2259
Papuan Lorikeet,2260
Mayr's Forest-rail,2261
Rufous-necked Snowfinch,2261
Worm-eating Warbler,2262
Tawny Fish-owl,2263
Kadavu Fantail,2266
Northern Shoveler,2267
Ethiopian Swallow,2268
Long-tailed Hawk,2271
Western Grey-collared Becard,2271
Malindi Pipit,2271
Black-crested Warbler,2271
Chaco Owl,2273
Paradise Jacamar,2273
Wetar Scops-owl,2275
Variegated Tinamou,2277
Baudo Guan,2277
White-bellied Go-away-bird,2277
Donaldson-Smith's Nightjar,2278
Ethiopian Thrush,2278
Olive-crowned Greenlet,2279
Hartert's Leaf-warbler,2279
Ward's Flycatcher,2280
Pacific Tuftedcheek,2281
Spotted Bowerbird,2281
Tawny-capped Euphonia,2281
Bornean Whistler,2282
Mexican Chickadee,2284
Cherry-throated Tanager,2284
Tooth-billed Hummingbird,2285
Bolivian Starfrontlet,2285
King Vulture,2285
Palau Flycatcher,2285
Collared Babbler,2285
European Pied Flycatcher,2285
Black-belted Flowerpecker,2285
White-capped Parrot,2286
Yellow-winged Blackbird,2286
Collared Nightjar,2289
Opal-crowned Manakin,2290
Straw-headed Bulbul,2291
Short-billed Honeycreeper,2291
Eyebrowed Hemispingus,2292
Purple-naped Lory,2295
Shiny Cowbird,2295
Mayr's Swiftlet,2296
Puna Thistletail,2296
Iringa Akalat,2296
Speckle-breasted Antpitta,2297
Ranongga White-eye,2298
Black-and-white Warbler,2299
Louisiade White-eye,2301
Hartlaub's Duck,2303
Oriental Stork,2307
Socotra Sunbird,2307
Black-chinned Sparrow,2307
Scarce Swift,2308
Spix's Macaw,2308
Melodious Lark,2308
Least Sandpiper,2309
Fuscous Honeyeater,2309
Mouse-coloured Penduline-tit,2309
South African Swallow,2310
Mountain Black-eye,2310
Piping Bellbird,2311
Eastern Yellow-spotted Barbet,2312
Papyrus Yellow Warbler,2312
Hill Partridge,2313
Bar-backed Partridge,2316
Azure Gallinule,2316
Black Tern,2316
Sula Scrubfowl,2317
White-bellied Woodstar,2320
Bare-cheeked Trogon,2321
Rusty-bellied Fantail,2321
Strickland's Woodpecker,2324
Snow Pigeon,2325
Pale-billed Scrubwren,2325
Spectacled Owl,2326
American Coot,2327
Grey-capped Social-weaver,2329
Yellow-bearded Greenbul,2330
Raso Lark,2331
White-browed Conebill,2336
Golden-collared Honeycreeper,2338
Many-colored Chaco Finch,2338
Western Banded Snake-eagle,2342
Yellow-striped Brush-finch,2342
Ochre-browed Thistletail,2343
Red-tailed Greenbul,2343
Dark-backed Weaver,2344
Long-tailed Wood-partridge,2347
Strong-billed Woodcreeper,2348
Crested Finchbill,2348
Buff-bellied Pipit,2348
Kulal White-eye,2349
Brimstone Canary,2349
Plain-mantled Tit-spinetail,2350
Croaking Ground-dove,2352
Grey-bellied Bulbul,2352
Jamaican Tody,2353
Tufted Tit-spinetail,2353
Short-tailed Pygmy-tyrant,2353
Spot-throat,2355
Mottled Owl,2357
Lineated Barbet,2357
Javan Hawk-eagle,2358
Hooded Butcherbird,2358
Blue-and-white Flycatcher,2359
Timberline Wren,2361
Bicknell's Thrush,2361
Bolivian Blackbird,2362
Tristan Albatross,2363
Oriental Honey-buzzard,2363
Olive-sided Flycatcher,2365
Plain Flowerpecker,2367
Oriental Hobby,2368
Red-shouldered Hawk,2369
Western Superb Fruit-dove,2370
Red-necked Phalarope,2373
White-throated Antbird,2373
Little Crow,2374
Timor Cuckoo-dove,2379
Yellow-bellied Sunbird-asity,2379
Andean Condor,2380
Bar-bellied Pitta,2383
Whitehead's Spiderhunter,2383
Cape Barren Goose,2384
Garnet-throated Hummingbird,2384
Rock Wren,2384
Greater Roadrunner,2387
Philippine Shortwing,2388
Streak-capped Antwren,2389
Palawan Blue-flycatcher,2389
Levaillant's Cuckoo,2393
Sao Tome Scops-owl,2394
Large-billed Antwren,2394
Spot-breasted White-eye,2395
Red-throated Twinspot,2395
White-eared Ground-sparrow,2395
Variegated Fairy-wren,2396
Red-faced Malkoha,2397
Chatham Parakeet,2397
Black-and-white Tody-flycatcher,2401
Masked Water-tyrant,2401
Red-breasted Toucan,2403
Plain-winged Antwren,2404
Grey-headed Albatross,2406
Red-bellied Fruit-dove,2407
Blue-tailed Hummingbird,2409
Hoffmann's Woodpecker,2409
Aripuana Antwren,2409
Seram Thrush,2409
Orange-crowned Fairy-wren,2412
Tumbes Swallow,2412
Blue-throated Brown Sunbird,2413
Slaty-backed Jungle-flycatcher,2414
Red-bellied Parrot,2415
Southern Lapwing,2416
Yellowish White-eye,2417
D'Orbigny's Chat-tyrant,2418
Karamoja Apalis,2418
New Caledonian Imperial-pigeon,2419
New Caledonian Lorikeet,2419
Somali Thrush,2419
Black-legged Seriema,2420
Bornean Black Magpie,2420
Coraya Wren,2420
Plain Wren,2421
Grassland Yellow-finch,2421
Calayan Rail,2422
Slender-billed Greenbul,2422
Gilbert's Whistler,2425
Amazonian Grosbeak,2426
White-bellied Kingfisher,2427
Stripe-headed Sparrow,2428
Toucan Barbet,2430
Southern Anteater-chat,2431
Cinereous Tinamou,2434
Dusky White-eye,2437
Yellow-mantled Widowbird,2441
Flame-rumped Tanager,2441
Orinoco Goose,2443
Guianan Tyrannulet,2445
Red-tailed Ant-thrush,2447
Long-billed Sunbird,2447
House Swift,2449
Rufous-tailed Rock-thrush,2449
Ochre-collared Monarch,2450
White-bearded Greenbul,2450
Chinese Shortwing,2450
Egyptian Nightjar,2451
Mountain Shrike,2451
White-necked Jacobin,2452
Grey Friarbird,2452
Red-fronted Macaw,2453
Collared Pratincole,2454
Bahama Mockingbird,2454
Brown Parrot,2455
White-throated Treerunner,2455
Cape Batis,2456
Yellow-crowned Warbler,2456
Golden Tanager,2456
Black Stork,2457
Malay Partridge,2458
Swallow-winged Puffbird,2458
Mitred Parakeet,2459
Quebracho Crested Tinamou,2460
Red-fronted Coot,2462
Guianan Toucanet,2462
White-browed Tapaculo,2462
Javan Scops-owl,2464
Black-lored Waxbill,2465
Antipodean Albatross,2468
Godlewski's Bunting,2469
Ochraceous Conebill,2471
Indian Vulture,2473
Purple-crowned Fairy-wren,2473
Whistling Hawk-cuckoo,2474
Scaled Antbird,2474
Tinkling Cisticola,2474
Dusky-tailed Canastero,2475
Golden Myna,2475
Cassin's Flycatcher,2475
Orange-headed Tanager,2475
Nepal Fulvetta,2477
Partridge Pigeon,2478
Enggano Imperial-pigeon,2479
Southern Surucua Trogon,2479
Red-winged Fairy-wren,2480
Flock Bronzewing,2481
Pohnpei Kingfisher,2481
Black-capped Screech-owl,2482
White-breasted Kingfisher,2482
Dusky Purpletuft,2483
Grey-necked Rockfowl,2483
Eurasian Crimson-winged Finch,2483
Southern Cassowary,2484
Lesser Ground-cuckoo,2484
Cuban Nightjar,2485
Iberian Grey Shrike,2487
Angola Batis,2491
Black-bellied Storm-petrel,2492
Malaita Boobook,2493
White-spotted Wattle-eye,2493
Ocellated Crake,2494
Lined Seedeater,2494
Pygmy Batis,2495
Cundinamarca Antpitta,2497
Ruddy-tailed Flycatcher,2497
Brown Jacamar,2498
Dusky Thrush,2498
Blue-bearded Helmetcrest,2499
Black-eared Catbird,2499
Yellow-streaked Greenbul,2499
White-eared Hummingbird,2503
Black-billed Coucal,2503
Sharp-billed Canastero,2504
Yellow-browed Citril,2504
Striated Softtail,2506
Sapphire-throated Hummingbird,2508
Moustached Brush-finch,2508
White-browed Woodswallow,2515
Maxwell's Black Weaver,2515
Whiskered Wren,2517
Whooper Swan,2519
Salvadori's Teal,2519
Common Tailorbird,2520
Short-tailed Albatross,2523
Yellow-billed Turaco,2524
Pied Water-tyrant,2527
White-throated Flycatcher,2530
Bornean Treepie,2530
Tachira Antpitta,2531
Kamchatka Leaf-warbler,2531
Timor Stubtail,2531
Black-browed Barbet,2532
Scaly-headed Parrot,2532
Tabora Cisticola,2532
Hildebrandt's Starling,2532
Philippine Duck,2535
White-spotted Fantail,2535
Sulu Boobook,2537
Pale-billed Flowerpecker,2537
New Guinea Dwarf-kingfisher,2540
Garnet Pitta,2540
Grey-striped Francolin,2541
Grey Longbill,2542
Turquoise Cotinga,2543
Doherty's Bush-shrike,2543
Black-throated Robin,2544
Sooty Myzomela,2545
Rufous-breasted Wren,2547
Baudo Oropendola,2548
Sabine's Gull,2550
Black-headed Trogon,2550
Marquesas Kingfisher,2551
Greater Ani,2552
Malaita Fantail,2552
Banggai Crow,2552
Many-coloured Bush-shrike,2554
Apostlebird,2555
Scaly-breasted Munia,2555
Oriental Greenfinch,2555
American Flamingo,2556
Rufous-tailed Tyrant,2556
Northern Giant Petrel,2557
Grey-headed Tanager,2557
Melodious Warbler,2558
Bocage's Akalat,2558
Northern Rufous-winged Antwren,2560
Ashy-throated Bush-tanager,2560
Broad-tipped Hermit,2562
Clark's Grebe,2564
Turquoise-throated Barbet,2565
Blackish Pewee,2565
Crested Partridge,2566
Rufous-winged Sunbird,2566
Jungle Bush-quail,2569
Rufous Crab-hawk,2569
Golden-faced Tyrannulet,2569
Golden-chested Tanager,2570
White-naped Becard,2571
Vanikoro White-eye,2571
Brown-winged Kingfisher,2572
Guadalcanal Boobook,2576
White-tailed Goldenthroat,2578
White-winged Petrel,2579
Yellow-billed Pintail,2582
Black-crowned Woodpecker,2583
Guianan Red Cotinga,2583
Pied Wheatear,2583
Black-billed Capercaillie,2584
Icterine Greenbul,2584
Eastern Wattled Cuckooshrike,2585
Brown Firefinch,2585
Temminck's Seedeater,2585
Indian Golden Oriole,2586
Black-capped White-eye,2586
European Herring Gull,2588
Hawaii Akepa,2588
Altai Snowcock,2590
Willow Tit,2590
Chubb's Cisticola,2590
Grey Crow,2591
Blue Nuthatch,2591
Vilcabamba Inca,2593
Dorst's Cisticola,2593
Levant Sparrowhawk,2594
Green-capped Eremomela,2595
Indian White-eye,2595
Rufous-breasted Hermit,2596
Yellow-vented Woodpecker,2596
Hainan Blue-flycatcher,2597
Pririt Batis,2598
Hoffmanns's Woodcreeper,2599
Greenish Yellow-finch,2600
Black-throated Babbler,2601
Banded Quail,2602
Russet Nightingale-thrush,2603
Garden Emerald,2604
Heermann's Gull,2605
Great Green Macaw,2606
Mexican Jay,2606
Hooded Yellowthroat,2606
Brown-banded Rail,2608
Gilded Flicker,2609
Jamaican Euphonia,2609
African Wood-owl,2611
White-bellied Wren,2611
Puna Snipe,2613
Oriental Skylark,2613
Western Spectacled Barwing,2614
Macgregor's Honeyeater,2615
Fulvous Parrotbill,2617
Puerto Rican Euphonia,2617
Sooty-capped Babbler,2621
Buffy-fronted Seedeater,2621
Magdalena Tapaculo,2622
Marbled Wren-babbler,2622
Northern Rufous-capped Antshrike,2623
Choco Tapaculo,2623
Sibilant Sirystes,2623
Masked Bowerbird,2625
Red-fronted Antpecker,2626
Black-lored Yellowthroat,2626
White-throated Woodpecker,2627
Fernandina's Flicker,2627
White-crested Elaenia,2629
Grey-crowned Tetraka,2629
Spotted Wren,2629
White-breasted Ground-dove,2632
Paradise Shelduck,2635
Antillean Piculet,2635
Peruvian Solitaire,2635
Snow Petrel,2636
Bocage's Bush-shrike,2636
Rosy Thrush-tanager,2636
Spotted Eagle-owl,2637
Wattled Starling,2637
White-spectacled Bulbul,2640
Chinese Fulvetta,2640
African Sacred Ibis,2644
Blue-cowled Barbet,2644
White-naped Honeyeater,2646
Crested Serpent-eagle,2648
Eurasian Collared-dove,2649
Cozumel Emerald,2649
Cinnamon Manakin-tyrant,2649
Suiriri Flycatcher,2649
Cuban Solitaire,2650
Tasmanian Native-hen,2651
Great Horned Owl,2651
Black-tailed Leaftosser,2651
Olive-green Tanager,2651
Kofiau Paradise-kingfisher,2653
Three-striped Warbler,2654
Vietnamese Cutia,2656
Pemba Sunbird,2656
Northern Grey Shrike,2657
Spotted Quail-thrush,2659
Taveuni Streaked Fantail,2659
Silver-capped Fruit-dove,2660
Grey-backed Hawk,2661
Brown Grasshopper-warbler,2663
Predicted Antwren,2664
Desert Lark,2664
Aberdare Cisticola,2665
Common Eider,2667
Puerto Rican Flycatcher,2668
Black-and-white Tanager,2670
White-backed Fire-eye,2672
Scheepmaker's Crowned-pigeon,2673
Black-tailed Antbird,2673
Blackish Tapaculo,2673
Yellow-cheeked Tit,2673
Slaty-breasted Rail,2674
Grey Wagtail,2674
Pearly-bellied Seedeater,2674
Sulphur-rumped Flycatcher,2675
Papuan Black Myzomela,2675
Rennell Fantail,2677
Rothschild's Swift,2678
South American Tern,2678
Brown-backed Dove,2679
Orange River White-eye,2683
Yellow-rumped Siskin,2683
Magnificent Sunbird,2684
Smooth-billed Ani,2685
White Monjita,2688
Stripe-bellied Tanager,2690
Three-toed Woodpecker,2691
European Goldfinch,2691
Japanese Night-heron,2692
Spot-winged Monarch,2692
Black-throated Magpie-jay,2693
Mid-mountain Berrypecker,2693
Cuban Amazon,2696
Barred Puffbird,2697
Western Koel,2698
Sierra Leone Prinia,2698
Bruce's Green-pigeon,2701
Palawan Hornbill,2701
Blue-breasted Parrot,2704
Streaky Seedeater,2704
Red-tailed Comet,2705
Kittlitz's Murrelet,2705
Black-faced Pitta,2706
Pin-tailed Manakin,2706
Violet Cuckoo,2707
Black-chested Buzzard-eagle,2708
Great-billed Heron,2709
Blue-browed Tanager,2709
Northern Red-breasted Plover,2710
Arequipa Canastero,2710
Silvery-throated Spinetail,2710
Yellow-green Tanager,2712
Yellow-crested Manakin,2713
Rufous-headed Tanager,2713
Bare-crowned Antbird,2715
Rusty-tinged Antpitta,2715
Pale-legged Leaf-warbler,2718
Grey-backed Tern,2719
Northern Grosbeak-canary,2719
Brushland Tinamou,2720
Ascension Frigatebird,2720
Jamaican Poorwill,2721
Purple Sandpiper,2721
Snowy-crowned Tern,2722
Apolo Cotinga,2723
Wing-banded Hornero,2725
Blue-black Grassquit,2725
Large-footed Finch,2726
Fuertes's Oriole,2727
Dot-winged Crake,2729
Visayan Blue Fantail,2729
Russet-mantled Softtail,2730
Great Pied Cormorant,2732
Crested Duck,2733
Chestnut-vented Coua,2733
Black-and-chestnut Eagle,2734
White-faced Robin,2734
Rufous-crowned Babbler,2734
Seychelles Blue-pigeon,2735
Mocking Cliff-chat,2735
Pink-bellied Imperial-pigeon,2737
Princess Parrot,2737
Rufous-bellied Euphonia,2737
Chilean Flicker,2738
Rainbow Starfrontlet,2739
Cocha Antshrike,2739
Rock Firefinch,2739
Okarito Kiwi,2740
Hainan Peacock-pheasant,2740
Zebra Dove,2740
Abbott's Booby,2742
Grace's Warbler,2742
Altamira Oriole,2743
White-eyed Starling,2744
Common Linnet,2745
Stephanie's Astrapia,2746
Rufous Songlark,2746
Blyth's Pipit,2747
White-fronted Tern,2753
Spectacled Weaver,2753
Brazilian Elaenia,2754
Finn's Weaver,2754
Western Yellow-spotted Barbet,2755
Spotted Crocias,2755
Juniper Titmouse,2757
Cuban Crow,2759
Namaqua Warbler,2760
Seychelles Swiftlet,2761
Jerdon's Minivet,2761
Cassin's Honeybird,2762
Yellow-necked Francolin,2763
Tawny-winged Woodcreeper,2764
Western Yellow Robin,2764
Tuxtla Quail-dove,2765
Southern White-crowned Shrike,2766
Shoebill,2767
Great Spotted Cuckoo,2768
Koklass Pheasant,2769
Japanese Woodpigeon,2770
Common Paradise-kingfisher,2771
Bare-necked Umbrellabird,2773
Snowy-browed Flycatcher,2773
Grey-breasted Martin,2774
Andaman Boobook,2776
Manus Boobook,2777
Vanuatu Imperial-pigeon,2779
Black-faced Friarbird,2780
Red-and-black Grosbeak,2780
Silvery-cheeked Hornbill,2781
Blunt-winged Warbler,2782
Rock Shag,2783
Blue Ground-dove,2784
Crested Bellbird,2785
Brown Emu-tail,2785
Dohrn's Warbler,2788
Little Nightjar,2790
Nubian Nightjar,2790
Black-faced Munia,2790
Hooded Tanager,2791
Coppery-naped Puffleg,2792
Brazilian Ruby,2794
Large Jamaican Elaenia,2795
Pacific Antwren,2797
Painted Manakin,2798
Papuan Eagle,2799
Marsh Tit,2799
Correndera Pipit,2799
Titicaca Grebe,2801
Grey-hooded Fulvetta,2801
Armenian Gull,2802
Southern Swift,2806
Green Pygmy-parrot,2807
White-whiskered Spinetail,2808
Imperial Woodpecker,2809
Nepal Cupwing,2809
Capped Heron,2811
Pied Oystercatcher,2813
Grey Petrel,2814
Bearded Reedling,2815
Black-breasted Myzomela,2816
Pied Cuckooshrike,2816
Spot-backed Puffbird,2819
Golden-sided Euphonia,2821
Rufous Whistler,2823
Taiwan Partridge,2824
Gyrfalcon,2825
Glossy-backed Becard,2825
Grey Wren,2825
Giant Antshrike,2826
White-throated Cachalote,2826
Purplish-mantled Tanager,2827
Large Green-pigeon,2828
Yucatan Woodpecker,2828
Mountain Wren,2829
Ochre-naped Ground-tyrant,2831
Cape Verde Swamp-warbler,2831
Cardinal Myzomela,2834
Cassin's Vireo,2834
Southern Crested-flycatcher,2834
Long-tailed Widowbird,2836
Cinnamon-rumped Trogon,2837
Japanese Grosbeak,2837
White-rumped Spinetail,2839
White-tipped Quetzal,2839
Rufous-backed Honeyeater,2840
Cone-billed Tanager,2842
Ashy Tailorbird,2843
Four-banded Sandgrouse,2844
Brownish Twistwing,2844
Ultramarine Lorikeet,2846
Garganey,2847
Pine Flycatcher,2849
Brambling,2850
White-tailed Ptarmigan,2851
Speckled Hummingbird,2852
Ashy Woodpecker,2852
Lettered Araçari,2856
African Scops-owl,2858
White-tailed Swallow,2861
Kerguelen Petrel,2864
Maui Alauahio,2864
Yap Cicadabird,2866
Rufous-rumped Lark,2867
Oustalet's Sunbird,2868
Spotted Honeyguide,2869
Paradise Riflebird,2869
White-bibbed Swallow,2870
Henslow's Sparrow,2870
Spotted Nothura,2871
Red-cheeked Wattle-eye,2871
Yellow-throated Tinkerbird,2873
Spectacled Imperial-pigeon,2874
South Island Kokako,2874
Yellow-rumped Cacique,2876
White Hawk,2879
Red-browed Pardalote,2879
White-fronted Woodpecker,2881
Giant Grey Shrike,2881
South Island Takahe,2882
Slaty-breasted Tinamou,2884
Dark-backed Sibia,2886
Musk Lorikeet,2887
Lineated Foliage-gleaner,2887
Plain-backed Kingfisher,2889
Chestnut-breasted Coronet,2890
Baird's Trogon,2890
Slaty Brush-finch,2890
Patagonian Mockingbird,2892
Yellow-tufted Dacnis,2892
Hook-billed Kite,2893
Imperial Amazon,2893
Sclater's Black-tyrant,2893
Isabelline Shrike,2893
Yellow-faced Myna,2894
Slaty Finch,2894
Yucatan Nightjar,2895
Tawny Owl,2896
Acacia Pied Barbet,2896
White-fronted Tit,2896
Rusty-throated Wren-babbler,2896
Green Manakin,2898
Guianan Cock-of-the-rock,2898
Golden-naped Woodpecker,2899
Philippine Drongo-cuckoo,2902
Kaempfer's Tody-tyrant,2902
Graceful Honeyeater,2902
Wallcreeper,2902
Narrow-billed Antwren,2903
Intermediate Egret,2906
Green Oropendola,2911
Black Robin,2912
Northern Carmine Bee-eater,2913
White-rumped Sirystes,2913
Le Conte's Sparrow,2913
Grey-faced Woodpecker,2914
Pink-footed Puffback,2914
Sahel Paradise-whydah,2915
Red Turtle-dove,2916
Black-and-yellow Silky-flycatcher,2916
Grey-breasted Francolin,2917
Black Bee-eater,2917
Cream-vented Bulbul,2917
African Yellow White-eye,2917
Ala Shan Redstart,2918
Dwarf Tyrant-manakin,2920
Crimson-mantled Woodpecker,2921
Eastern Stipple-throated Antwren,2921
White-collared Foliage-gleaner,2921
Rusty-winged Starling,2921
Red-capped Coua,2924
Violet Crow,2927
Scaly-bellied Woodpecker,2928
Checker-throated Antwren,2928
Rufous-headed Pygmy-tyrant,2928
Seychelles Warbler,2929
White-chested Alethe,2929
Yellow-sided Flowerpecker,2930
Solitary Snipe,2931
Scarlet-banded Barbet,2933
Snowy-throated Kingbird,2933
Obi Cicadabird,2933
Glittering-bellied Emerald,2934
Northern Mourner,2934
Black-bellied Malkoha,2935
Fairy Gerygone,2935
Cape Wagtail,2935
Atlantic Yellow-nosed Albatross,2936
Golden-winged Cacique,2939
Yellow-bellied Fairy-fantail,2940
Great Bowerbird,2942
Usambiro Barbet,2944
White-cheeked Tody-flycatcher,2944
Bare-faced Ground-dove,2945
Shelley's Eagle-owl,2946
Mimic Honeyeater,2947
East Coast Batis,2947
Glow-throated Hummingbird,2948
Long-tailed Duck,2950
Ural Owl,2951
Philippine Fairy-bluebird,2951
White-breasted Robin,2952
Velvet-browed Brilliant,2954
North Philippine Dwarf-kingfisher,2954
New Britain Pitta,2955
Crested Black-tyrant,2955
Large-billed Gerygone,2955
Black-breasted Brilliant,2956
Comb-crested Jacana,2959
Sharpe's Akalat,2959
Coalcrest,2959
Olive-bellied Sunbird,2960
D'Arnaud's Barbet,2961
Myrtle Warbler,2964
Rufous-breasted Bush-robin,2971
Whistling Long-tailed Cuckoo,2972
Wattled Crane,2972
Thick-billed Kingbird,2973
Yellow-browed Honeyeater,2973
Chestnut-headed Oropendola,2973
Sunda Cuckoo,2975
Scarlet-horned Manakin,2977
Grey-throated Tit-flycatcher,2980
Apical Flycatcher,2981
Lesser Antillean Saltator,2983
Canivet's Emerald,2984
Orange-breasted Sunbird,2986
Black-chested Jay,2989
Hinde's Babbler,2990
Red-whiskered Bulbul,2992
Red-browed Amazon,2994
Franklin's Grouse,2996
Mariana Fruit-dove,2996
Great Shortwing,2996
Rufous-browed Hemispingus,2997
Yellow-crowned Amazon,2999
Lesser Green Leafbird,2999
Greater Blue-eared Starling,3002
White-winged Dove,3003
Violaceous Jay,3003
Himalayan Quail,3008
Plain-backed Pipit,3010
African Pied Wagtail,3013
Taliabu Masked-owl,3014
Little Sparrowhawk,3014
Black-throated Wheatear,3014
Choco Sirystes,3015
Wedge-tailed Shearwater,3016
Hainan Magpie,3016
Crescent-chested Babbler,3016
Sooty Flycatcher,3018
Ruddy Ground-dove,3021
White-winged Flufftail,3024
Northern Bobwhite,3025
Sakalava Rail,3025
Yellow-throated Woodpecker,3027
Scaly Laughingthrush,3027
Indian Roller,3028
Rufous-naped Bellbird,3028
Bali Myna,3031
Smoky-brown Woodpecker,3033
Capuchinbird,3034
Amazonian Grey Elaenia,3034
White-rumped Robin,3036
Coppery-tailed Trogon,3037
Rufous-breasted Antpitta,3038
Zappey's Flycatcher,3040
South American Snipe,3041
Sangihe Golden Bulbul,3041
Zanzibar Red Bishop,3042
Royal Penguin,3043
Sind Sparrow,3044
New Zealand Tomtit,3046
Damara Hornbill,3048
Yellow-throated Woodland-warbler,3048
White-billed Buffalo-weaver,3048
Tawny-crowned Greenlet,3049
Stierling's Wren-warbler,3050
Little Swift,3053
Ethiopian Black-headed Oriole,3053
Black Bulbul,3053
Common Sunbird-Asity,3055
Red-collared Lorikeet,3056
Abyssinian Crimsonwing,3056
Black-billed Wood-dove,3057
Spot-bellied Eagle-owl,3058
Oya Tabu White-eye,3058
Brown Tanager,3058
Grey-hooded Attila,3059
Great Inca-finch,3062
Painted Spurfowl,3063
Snoring Rail,3064
Montane Foliage-gleaner,3064
White-tailed Crested-flycatcher,3064
Peruvian Martin,3064
Planalto Tapaculo,3066
Sulphur-bellied Tyrant-manakin,3068
Pied-crested Tit-tyrant,3069
Rufous-banded Honeyeater,3069
Orinoco Piculet,3070
Spruce Grouse,3071
Chestnut-headed Nunlet,3074
White-winged Pigeon,3075
Oriental Plover,3075
Red-faced Woodland-warbler,3076
Hudsonian Godwit,3077
Papuan Sittella,3077
Central Superb Bird-of-paradise,3077
Pincoya Storm-petrel,3078
White-striped Woodcreeper,3078
Yellow-billed Egret,3079
White-browed Jungle-flycatcher,3079
Cinereous Antshrike,3084
Double-banded Pygmy-tyrant,3084
Bay-chested Warbling-finch,3088
Yellow-bellied Tit,3089
Makira Cicadabird,3091
Olivaceous Thornbill,3093
Black-and-white Monjita,3093
Bismarck Honeyeater,3093
Chirping Cisticola,3093
Streak-crowned Mountain-tanager,3093
Black Jacobin,3097
Madagascar Cuckooshrike,3099
Erckel's Francolin,3100
Yellow-eared Bulbul,3100
Smith's Longspur,3100
Pallid Spinetail,3102
Smoky Warbler,3103
Bar-tailed Trogon,3105
Greyish Miner,3106
Northern Variable Pitohui,3106
Balicassiao,3108
Tenggara Hill Myna,3110
Hodgson's Frogmouth,3111
Brown-winged Starling,3111
Taczanowski's Brush-finch,3112
Ceara Leaftosser,3113
Warbling Doradito,3113
Vanuatu Streaked Fantail,3113
White-capped Bunting,3113
Choco Poorwill,3114
Sykes's Lark,3114
African Hawk-eagle,3115
Plain Antvireo,3115
Black-fronted Francolin,3116
Tawny Eagle,3117
Vinous-breasted Sparrowhawk,3117
Brown Falcon,3118
Southern Scrub-flycatcher,3118
Golden-collared Tanager,3118
Mexican Sheartail,3121
Spiny Babbler,3121
Belding's Sparrow,3121
Bougainville Bush-warbler,3122
Ambon White-eye,3122
Sierra Nevada Brush-finch,3122
Northern Anteater-chat,3123
Bougainville Fantail,3124
Rufous-crested Coquette,3127
Alexander's Swift,3129
Alström's Warbler,3129
Golden Babbler,3130
Boat-billed Flycatcher,3132
Northern Hylocitrea,3132
Longuemare's Sunangel,3133
Sumatran Treepie,3133
Curve-billed Tinamou,3134
Southern Streaked Flycatcher,3135
Buffy Pipit,3135
Cuban Oriole,3137
Chestnut Wood-quail,3138
Black Berrypecker,3139
Stripe-backed Bittern,3140
Moustached Antpitta,3140
Golden-backed Honeyeater,3140
Green-crowned Plovercrest,3141
Bonin Petrel,3144
Mountain Serin,3144
Maquis Canastero,3145
Speckle-breasted Woodpecker,3146
Saffron-headed Parrot,3148
Ou,3148
Black-headed Myzomela,3149
Chestnut-crowned Sparrow-weaver,3150
Cook's Petrel,3152
Fairy Tern,3153
Banded Cotinga,3154
Vieillot's Black Weaver,3154
Plumbeous Sierra-finch,3154
Ochre-backed Woodpecker,3155
Uluguru Mountain Greenbul,3156
White-chinned Woodcreeper,3157
Melanesian Flycatcher,3157
Snares Island Snipe,3158
Swallow-tailed Gull,3158
Bates's Sunbird,3159
Streak-breasted Bulbul,3160
Schlegel's Francolin,3161
Red-knobbed Coot,3162
Squamate Antbird,3165
Rufous-crowned Emu-wren,3166
Green Pheasant,3167
Regent Honeyeater,3167
Collared Araçari,3170
Riparian Antbird,3171
Atlantic Grey Elaenia,3172
Thick-billed Warbler,3172
Stripe-crowned Sparrow,3173
Scaled Quail,3178
Bahama Lizard-cuckoo,3179
Northern Fulmar,3180
Wilson's Plover,3180
Striated Bulbul,3180
Ruby-crowned Kinglet,3180
Lesser Nighthawk,3181
Northern Nightingale-wren,3181
Palawan Fairy-bluebird,3181
Mountain Imperial-pigeon,3183
White-throated Oxylabes,3183
Beck's Petrel,3184
Wrentit,3185
Crested Quetzal,3187
Pied Avocet,3188
Black-capped Siskin,3188
Rufous-headed Hornbill,3191
Shelley's Crimsonwing,3191
Ashy Starling,3192
Rufous Mourner,3193
Yellow-eyed Pigeon,3195
Bulwer's Petrel,3196
Orange-banded Flycatcher,3197
Eurasian Spoonbill,3199
Spotted Flycatcher,3203
