"","Sequence","species","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other"
"195",425,"Melanitta perspicillata","Anatidae","Anseriformes","AVIBASE-624078BA",6,3,3,0,4,58.8,25.2,21.6,15.9,38,226.3,115,109.5,51.2,72.8,1096.3,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Aquatic",51.39,71.39,61.33,-124.67,4808381.84,22680441,1,0,"0","0","0","1","0","1","0","0","1","0","1","0"
"196",427,"Melanitta stejnegeri","Anatidae","Anseriformes","AVIBASE-1A601D86",4,2,2,0,4,56.5,29.5,26.7,15.1,43,267.2,128.5,138.6,48.1,69,1800.2,"DataFromSplit",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Aquatic",43.53,72.51,61.1,127.95,6485999.47,22724845,1,0,"0","1","0","1","0","1","1","0","1","0","1","0"
"197",434,"Mergellus albellus","Anatidae","Anseriformes","AVIBASE-F1F52036",6,2,4,0,4,32,18,8.3,9.5,30.2,187.3,98.8,85.5,53.8,70.3,608.6,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Aquatic",49.64,71,60.6,90.3,11990223.32,22680465,1,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"198",436,"Mergus merganser","Anatidae","Anseriformes","AVIBASE-407E2CA8",13,6,7,0,4,69.4,38.4,10.4,11.7,50.9,270.8,123.8,145.7,46,107.2,1451,"Dunning",NA,"NO",NA,NA,"Riverine",3,3,"Carnivore","Aquatic predator","Aquatic",29.19,71.19,54.96,28.88,24915961.61,22680492,1,0,"0","0","0","0","0","1","0","0","0","0","0","0"
"199",440,"Mergus octosetaceus","Anatidae","Anseriformes","AVIBASE-9DAC1E8B",4,2,1,1,4,56.1,36.2,7.9,10.4,38.6,196.2,79.2,117.1,40.4,81,983,"Dunning",NA,"NO",NA,NA,"Riverine",3,1,"Carnivore","Aquatic predator","Aquatic",-26.5,-9.93,-12.9,-46.05,51321.75,22680482,5,1,"1","0","0","1","0","1","1","1","1","0","0","0"
"200",438,"Mergus serrator","Anatidae","Anseriformes","AVIBASE-8DB64266",9,4,5,0,4,65,42.8,8.2,10.6,45.5,233.6,114.8,118,49.3,76.2,1015.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Aquatic",42.01,75.22,60.86,26.86,23632905.44,22680485,1,0,"0","0","0","0","0","1","0","0","0","0","0","0"
"201",437,"Mergus squamatus","Anatidae","Anseriformes","AVIBASE-561D77FF",4,1,3,0,4,60.1,33.7,8.2,9.8,43.5,256.2,124.4,131.8,48.6,99,1234,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Aquatic",40.3,51.58,45.96,134.05,302689.47,22680488,4,1,"0","0","1","0","1","1","1","1","1","0","0","0"
"202",443,"Neochen jubata","Anatidae","Anseriformes","AVIBASE-FA5A25B2",5,3,2,0,4,36.8,23.9,17.4,14.7,60.9,298,131.2,173,43.1,100,1250,"Dunning",NA,"NO",NA,NA,"Riverine",3,2,"Herbivore","Herbivore terrestrial","Terrestrial",-24.69,9.44,-5.56,-62.11,7934083.33,22679987,2,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"203",479,"Netta erythrophthalma","Anatidae","Anseriformes","AVIBASE-36C0242E",5,2,2,1,4,45,32.6,19.5,13.5,33.6,208,93.1,114.7,44.8,52.4,780.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Herbivore","Herbivore aquatic","Aquatic",-34.84,15.22,-12.6,12.81,10612856.99,22680354,1,0,"1","1","0","0","0","1","0","1","0","0","0","0"
"204",390,"Oxyura australis","Anatidae","Anseriformes","AVIBASE-672BA2DA",4,2,2,0,4,44.2,25.5,19.4,12.1,33.2,154,66,88,42.9,61.5,798,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Omnivore","Herbivore aquatic","Aquatic",-43.64,-24.72,-33.88,143.57,544505.23,22679827,2,0,"0","1","0","0","0","1","0","1","0","0","1","0"
"205",392,"Oxyura leucocephala","Anatidae","Anseriformes","AVIBASE-2E40EF2C",5,2,3,0,4,48,27.3,19.9,13.3,32,148.4,68.8,77.8,47,88.2,661.1,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Omnivore","Aquatic predator","Aquatic",27.72,61.61,48.43,65.67,4016410.78,22679814,4,1,"1","1","0","0","0","1","0","1","1","0","1","0"
"206",391,"Oxyura maccoa","Anatidae","Anseriformes","AVIBASE-1C2F4E80",5,2,3,0,4,45.6,22.4,21.6,11.6,33.3,156.4,66,89.2,42.5,68.2,674,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Omnivore","Omnivore","Aquatic",-34.84,15.46,-23.59,24.7,2242706.43,22679820,4,1,"1","1","0","0","0","1","0","0","1","0","0","0"
"207",424,"Polysticta stelleri","Anatidae","Anseriformes","AVIBASE-BA07D016",8,4,4,0,4,39.3,25,14.4,14.5,33.9,203.6,99.8,103.4,49.1,79,806.8,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Aquatic",58.39,77.73,70.64,58.58,2209280.29,22680415,3,1,"0","1","0","1","1","1","0","0","1","0","1","0"
"208",473,"Pteronetta hartlaubii","Anatidae","Anseriformes","AVIBASE-F28E3EB8",5,2,3,0,4,50,33.6,19.8,15.4,41.6,267,87.6,178.4,33,95,790,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Generalist",-9.73,10.98,1.6,14.93,4283729.6,22680070,1,0,"1","0","0","0","0","1","0","0","1","0","0","0"
"209",449,"Radjah radjah","Anatidae","Anseriformes","AVIBASE-13B373F3",6,1,4,1,4,46.3,32,20,14.8,50.1,270,100.2,160.6,38.5,98,885.2,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Terrestrial",-28.29,2.23,-13.07,138.88,2173785.4,22680029,1,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"210",492,"Rhodonessa caryophyllacea","Anatidae","Anseriformes","AVIBASE-8D0294E1",4,2,1,1,3,54.2,34.9,18.4,13.8,44.8,251.2,119.4,131.9,47.6,84.7,886.3,"Updated_literature","BoW","NO",NA,NA,NA,3,NA,NA,NA,"Aquatic",24.54,24.55,24.55,87.23,0.98,22680344,5,1,"1","1","0","0","0","1","0","0","0","0","0","0"
"211",493,"Salvadorina waigiuensis","Anatidae","Anseriformes","AVIBASE-A9FC6BC0",4,2,0,2,4,40.6,26.5,16.2,12.2,37.3,186,81.2,104.8,43.6,92.5,324,"Dunning",NA,"NO",NA,NA,"Riverine",3,1,"Carnivore","Aquatic predator","Aquatic",-10.36,-0.34,-5.25,141.6,339423.01,22680127,1,0,"0","1","0","1","0","1","0","0","0","0","0","0"
"212",462,"Sarkidiornis melanotos","Anatidae","Anseriformes","AVIBASE-3948131B",4,2,2,0,4,49.4,33.5,22.1,18,53.2,321,136.6,184.4,42.7,113,2610,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Herbivore","Herbivore aquatic","Generalist",-30.44,31.62,0.53,30.99,18695511.28,45953631,1,0,"0","1","0","0","0","1","0","1","1","0","0","0"
"213",461,"Sarkidiornis sylvicola","Anatidae","Anseriformes","AVIBASE-6C8A4060",4,2,2,0,4,52.5,33.8,21.4,18.3,54.4,304.5,130,174.5,42.8,98.8,2610,"DataFromSplit",NA,"NO",NA,NA,"Wetland",3,1,"Herbivore","Herbivore aquatic","Generalist",-33.77,11.69,-13.39,-54.64,9680945.17,22724744,1,0,"0","1","0","0","0","1","0","1","1","0","0","0"
"214",511,"Sibirionetta formosa","Anatidae","Anseriformes","AVIBASE-63EABB42",5,2,3,0,4,37.9,28.8,14.7,13,32.1,206,116.3,87.7,57,77.2,434,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Herbivore","Herbivore aquatic","Aquatic",54.64,73.56,64.58,140.97,3744079.85,22680317,1,0,"1","1","1","0","1","1","0","0","1","0","1","0"
"215",421,"Somateria fischeri","Anatidae","Anseriformes","AVIBASE-7D8BF5CC",4,2,2,0,4,46,25.8,18.7,14.5,40.2,246,110.7,135.3,45,64.2,1557.2,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Aquatic",59.8,76.3,68.47,-15.37,1068843.97,22680412,2,0,"0","1","0","1","1","1","0","0","1","0","1","0"
"216",423,"Somateria mollissima","Anatidae","Anseriformes","AVIBASE-B77377EE",14,7,7,0,4,62.1,28,19.1,16.9,47.5,280.2,126.2,154.5,44.9,88.1,2060.9,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",41.77,81.4,64.94,-48.4,3321100.72,22680405,2,0,"1","1","0","1","0","1","1","0","1","0","1","0"
"217",422,"Somateria spectabilis","Anatidae","Anseriformes","AVIBASE-F3D74914",6,4,2,0,4,33.8,23.6,17.5,14.1,42.8,266.3,130.8,136.7,48.9,76.2,1616.7,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Aquatic",60.53,83.63,73.18,-34.85,3200134.05,22680409,1,0,"0","0","0","1","0","1","0","0","1","0","1","0"
"218",508,"Spatula clypeata","Anatidae","Anseriformes","AVIBASE-ED4CE8E7",8,4,4,0,4,68.8,47.9,18.6,18.7,33.8,226.4,130.2,94.2,58,75.1,612.6,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Omnivore","Aquatic predator","Aquatic",25.56,71.39,55.88,22.06,27068888.24,22680247,1,0,"0","1","0","0","1","1","0","0","1","0","0","0"
"219",509,"Spatula cyanoptera","Anatidae","Anseriformes","AVIBASE-0E599E6C",6,3,3,0,4,50.5,33.8,16,13.9,30.1,187.5,94.8,90.5,51,70.4,377.5,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Herbivore","Herbivore aquatic","Aquatic",-55.98,52.1,11.06,-94.79,6567683.13,22680233,1,0,"0","0","0","0","0","1","0","0","0","0","0","0"
"220",502,"Spatula hottentota","Anatidae","Anseriformes","AVIBASE-FA831F65",5,2,3,0,4,36,27.1,12.7,11.1,23.4,147,62.4,84.7,42.4,61.8,276.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Herbivore","Omnivore","Generalist",-34.84,14.76,-12.18,30.14,7754871.01,22680332,1,0,"1","0","0","0","0","0","0","0","0","0","0","0"
"221",501,"Spatula querquedula","Anatidae","Anseriformes","AVIBASE-F577BA0F",6,3,3,0,4,39.2,30,13.8,12.5,26,188.2,105.6,82.2,56.1,64.2,325.6,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Omnivore","Herbivore aquatic","Aquatic",36.62,68.36,53.56,74.07,16861397.11,22680313,1,0,"0","1","0","0","0","1","1","1","0","0","1","0"
"222",506,"Spatula smithii","Anatidae","Anseriformes","AVIBASE-4670CF43",4,0,0,4,4,63.6,43.3,18.9,16.5,34.6,229.2,115.8,113.5,50.5,72.5,591.5,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Aquatic",-34.84,-13.74,-24.84,22.46,2430691.95,22680236,1,0,"0","1","0","0","0","0","0","1","0","0","0","0"
"223",499,"Speculanas specularis","Anatidae","Anseriformes","AVIBASE-DB94B36F",5,2,3,0,4,52.2,37.3,19.3,15.9,44.3,261.8,109.8,148,42.6,108.6,1496.1,"Dunning",NA,"NO",NA,NA,"Riverine",3,1,"Herbivore","Herbivore aquatic","Generalist",-55.98,-38.75,-48.53,-71.93,386663.05,22680136,2,0,"1","1","0","0","0","0","1","0","0","0","0","0"
"224",497,"Tachyeres brachypterus","Anatidae","Anseriformes","AVIBASE-13CF7E44",6,1,2,3,4,60.1,32.1,27.8,23,59.9,244.8,112.9,144.1,43.9,96.2,3450,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-52.45,-51.01,-51.74,-59.38,12033.8,22680047,1,0,"0","0","0","0","0","0","0","0","1","0","0","0"
"225",495,"Tachyeres leucocephalus","Anatidae","Anseriformes","AVIBASE-63180090",1,0,1,0,1,61.5,36.6,27.4,22.5,63,275,108,167,39.3,165,3013,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Aquatic",-48.83,-41.92,-45.35,-65.77,49163.72,22680038,3,1,"0","1","0","1","0","1","1","0","1","0","0","0"
"226",494,"Tachyeres patachonicus","Anatidae","Anseriformes","AVIBASE-B3F9BB06",5,2,3,0,4,53.7,31,25,20.3,53.1,287,128.7,161.5,44.4,98,2821.6,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-55.98,-35.92,-45.83,-70.45,1006665.14,22680052,1,0,"0","0","0","0","0","1","1","0","1","0","0","0"
"227",496,"Tachyeres pteneres","Anatidae","Anseriformes","AVIBASE-1891E2C4",5,2,3,0,4,60.1,34.1,31.4,24.6,62.3,260.8,113.2,149,43,94.6,4737.6,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-56.28,-41.48,-50.16,-72.62,328083.84,22680033,1,0,"0","0","0","0","0","0","0","0","1","0","0","0"
"228",455,"Tadorna cana","Anatidae","Anseriformes","AVIBASE-D9DEA77E",5,2,3,0,4,52.9,31.7,19.8,13.9,57.4,345.2,161.5,179.5,47.4,110.4,1182,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Herbivore","Omnivore","Terrestrial",-34.84,-18.89,-27.63,21.97,1631456.11,22680007,1,0,"0","1","0","0","0","0","1","1","0","0","1","0"
"229",458,"Tadorna cristata","Anatidae","Anseriformes","AVIBASE-B2EEE0EA",1,1,0,0,0,48.6,29.2,16.2,13.2,113,299,130,169,43.5,113,1235,"Inferred",NA,"YES","Beak Nares; Body Mass","Tadorna ferruginea",NA,3,NA,NA,NA,"Aquatic",42.64,42.68,42.66,131.46,4.61,22680021,5,1,"0","0","1","0","0","0","0","0","0","0","0","0"
"230",454,"Tadorna ferruginea","Anatidae","Anseriformes","AVIBASE-1F9D883E",6,2,4,0,4,47,29.2,18.6,14.4,54.5,355.5,169.5,180,48.5,124.7,1235,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Omnivore","Omnivore","Terrestrial",6.28,56.92,41.82,70.95,18403211.28,22680003,1,0,"1","1","1","1","0","1","0","1","1","0","0","0"
"231",373,"Chauna chavaria","Anhimidae","Anseriformes","AVIBASE-013B2B0B",4,1,1,2,4,47.4,21.4,13.3,15.9,127.4,492.8,171.8,321,34.8,195.5,2557.6,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Herbivore","Herbivore aquatic","Terrestrial",3.85,11.11,9.18,-74.71,91345.79,22679726,2,0,"1","0","0","0","1","1","0","1","1","0","0","0"
"232",375,"Anseranas semipalmata","Anseranatidae","Anseriformes","AVIBASE-89D5434B",7,3,3,1,4,85.6,42.4,22.8,20.4,87,405.6,144,269,34.9,148.1,2393.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Herbivore","Omnivore","Terrestrial",-38.9,-10.62,-20.53,137.43,223353.42,22679732,1,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"233",3309,"Aceros nipalensis","Bucerotidae","Bucerotiformes","AVIBASE-01391B1A",3,2,1,0,3,204,177.7,45.4,75.1,74.7,431.7,93.1,338.6,21.6,457.7,2385,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",15.38,29.27,24.08,97.27,284350.69,22682510,3,1,"1","0","1","0","0","1","0","0","0","0","0","0"
"234",3299,"Anorrhinus austeni","Bucerotidae","Bucerotiformes","AVIBASE-71A029B9",2,1,1,0,2,126.2,106.4,34,52.3,43,327,64.3,262.7,19.6,289,933,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",10.58,27.56,20.03,100.79,774356.6,22731941,2,0,"1","0","0","0","1","1","0","0","0","0","0","0"
"235",3298,"Anorrhinus galeritus","Bucerotidae","Bucerotiformes","AVIBASE-1FD5EBCD",5,2,3,0,3,134.2,115.1,34.8,54.1,41.5,341,31.9,303.5,9.8,269.6,1172,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-5.95,11.13,1.15,108.27,1381919.99,22682485,2,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"236",3300,"Anorrhinus tickelli","Bucerotidae","Bucerotiformes","AVIBASE-8454CE68",5,2,2,1,4,120.8,103.4,32.1,50.1,47.2,305.4,65.5,243.8,21.1,289.6,792.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",9.58,18.35,14.82,98.75,160242.6,22731946,2,0,"1","0","0","0","0","1","0","1","0","0","0","0"
"237",3307,"Anthracoceros albirostris","Bucerotidae","Bucerotiformes","AVIBASE-082CFEA6",10,3,3,4,8,160.1,124.2,35.3,51.8,57.5,284.9,45.6,237.4,15.9,295.2,892.9,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Frugivore","Insessorial",-8.85,31.79,14.07,99.91,4467706.59,22682437,1,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"238",3306,"Anthracoceros coronatus","Bucerotidae","Bucerotiformes","AVIBASE-079BC769",10,5,5,0,4,202.6,160.8,35,89.1,60.2,306.2,54.1,263.9,17,317.7,806.7,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",5.92,24.81,19.07,80.77,701610.86,22682433,2,0,"1","0","1","0","0","1","0","1","0","0","0","0"
"239",3304,"Anthracoceros malayanus","Bucerotidae","Bucerotiformes","AVIBASE-6DC62BCF",5,3,2,0,4,147.1,115.4,32,65,45.8,289.4,15.1,276.7,5.3,320.4,1050,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.95,8.1,0.64,109.01,798560.44,22682441,3,1,"1","0","0","0","0","1","0","1","0","0","0","0"
"240",3308,"Anthracoceros marchei","Bucerotidae","Bucerotiformes","AVIBASE-87269308",8,3,2,3,4,142.6,113.9,33.7,67,56.3,274.6,47.4,228.9,17.1,249.1,750,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",7.8,12.33,9.92,118.67,13374.99,22682444,3,1,"0","0","0","1","0","1","0","0","0","0","0","0"
"241",3305,"Anthracoceros montani","Bucerotidae","Bucerotiformes","AVIBASE-C2775FA0",2,2,0,0,1,127.6,97.4,29.5,60.5,48.8,283.5,50.3,228.7,18,252,741,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",5.05,5.35,5.2,120.05,585.5,22682447,5,1,"1","0","1","1","0","1","0","0","0","0","1","0"
"242",3279,"Berenicornis comatus","Bucerotidae","Bucerotiformes","AVIBASE-89BFB892",5,3,2,0,4,152.1,126.1,35,60.7,62.3,360.2,14.4,342.6,4,401.2,1470,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Omnivore","Generalist",-5,14.81,1.8,108.94,1179089.52,22682507,4,1,"1","0","0","0","0","1","0","1","0","0","0","0"
"243",3296,"Buceros bicornis","Bucerotidae","Bucerotiformes","AVIBASE-A9D587B9",6,2,4,0,4,355.5,271,56.9,64.7,74.5,509.4,133.7,385.8,25.7,421.4,2790.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-5.95,30.08,15.78,98.02,2951578.25,22682453,3,1,"1","0","1","0","0","1","0","0","0","0","0","0"
"244",3294,"Buceros hydrocorax","Bucerotidae","Bucerotiformes","AVIBASE-C09BECA9",6,3,3,0,4,226.7,161.2,50.8,81.4,66.1,392.5,70.6,318.2,18.1,350.2,1409.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",12.54,18.65,15.86,121.51,78462.72,22727019,3,1,"1","0","0","0","0","1","0","0","0","0","0","0"
"245",3295,"Buceros mindanensis","Bucerotidae","Bucerotiformes","AVIBASE-45336347",4,2,2,0,3,191,151.6,43,73.1,56.3,368.1,63.4,304.7,17.2,294,1409.6,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",5.56,12.59,8.26,124.82,113115.75,22727029,3,1,"1","0","0","0","0","1","0","0","0","0","0","0"
"246",3297,"Buceros rhinoceros","Bucerotidae","Bucerotiformes","AVIBASE-0D3D9303",8,4,4,0,3,245.4,215.3,53.6,108.4,70.5,458.5,97.2,353.5,21.7,365.6,2371.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-8.78,7.55,0.14,108.73,1455791.75,22682450,3,1,"1","0","0","0","0","1","0","0","0","0","0","0"
"247",3263,"Bucorvus abyssinicus","Bucerotidae","Bucerotiformes","AVIBASE-948ED65C",4,2,2,0,4,256.5,189.8,31.4,56.3,145.6,556,114.1,441.9,20.6,337.8,4000,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Omnivore","Terrestrial",0.1,16.58,9.51,13.93,4482170.58,22682632,3,1,"1","0","1","0","1","1","0","0","0","0","0","0"
"248",3262,"Bucorvus leadbeateri","Bucerotidae","Bucerotiformes","AVIBASE-4192DE77",4,2,2,0,4,204,156.2,30.5,51.8,141,534.5,111.5,423,20.8,319.5,3743.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Omnivore","Terrestrial",-33.61,1.94,-14.21,29.09,4867849.88,22682638,3,1,"1","1","0","0","1","1","1","1","1","0","1","0"
"249",3288,"Bycanistes cylindricus","Bucerotidae","Bucerotiformes","AVIBASE-F03111B9",6,1,3,2,4,144.7,108.8,33.8,85.6,52.6,319.8,55.8,264,17.4,258.2,921,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",4.35,9.32,6.96,-5.98,477009.11,22682585,3,1,"1","0","0","0","0","1","0","0","0","0","0","0"
"250",3284,"Ceratogymna elata","Bucerotidae","Bucerotiformes","AVIBASE-CBC236C2",8,3,3,2,4,176.8,135.8,43.1,45.5,53.5,381.9,71.8,297.8,19.5,304.8,1917,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",3.36,12.86,6.81,-4.06,495247.1,22682627,3,1,"1","0","0","0","0","1","0","0","0","0","1","0"
"251",3301,"Ocyceros birostris","Bucerotidae","Bucerotiformes","AVIBASE-FD5AD57F",9,5,4,0,4,97,80,22.5,29.1,47.6,212.3,43.8,160.5,21.4,258.3,375,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Frugivore","Insessorial",8.88,32.85,21.41,79.19,2062731.9,22682429,1,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"252",3302,"Ocyceros griseus","Bucerotidae","Bucerotiformes","AVIBASE-2BE24F91",6,2,4,0,4,99.1,88,25.1,32.3,41.4,206,34.8,174.8,16.6,226.2,292,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",8.52,20.4,14.6,75.3,230760.93,22682421,3,1,"1","0","0","0","0","0","0","0","0","0","0","0"
"253",3317,"Penelopides manillae","Bucerotidae","Bucerotiformes","AVIBASE-FB6FE713",6,3,3,0,4,87.7,74.7,26.1,36.4,39.4,224.8,36,190.5,15.9,216,460.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",12.54,18.65,15.9,121.46,104660.9,22682488,1,0,"0","0","0","0","0","1","0","0","0","0","0","0"
"254",3316,"Penelopides mindorensis","Bucerotidae","Bucerotiformes","AVIBASE-ED3D5F4C",6,3,3,0,4,86.7,71.5,26.4,36.4,42.2,226.2,38.3,188.9,16.9,221.8,462,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",12.22,13.53,13.12,121.14,1008.82,22682491,4,1,"1","0","0","1","0","1","0","0","0","0","1","0"
"255",3314,"Penelopides panini","Bucerotidae","Bucerotiformes","AVIBASE-56D5A470",6,3,3,0,4,101.6,85.3,28.6,42.7,46,257.3,41.1,216.9,15.9,235.8,470.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",9.04,12.6,10.77,122.84,26680.43,22682494,4,1,"1","0","0","0","0","1","0","0","0","0","0","0"
"256",3310,"Rhabdotorrhinus corrugatus","Bucerotidae","Bucerotiformes","AVIBASE-9C62A324",4,2,2,0,4,147.5,120.9,35.4,70.2,48.6,343.2,45.8,297.4,13.3,231.2,1590,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.95,7.25,0.71,107.72,892566.53,22682514,4,1,"1","0","0","0","0","1","0","1","0","0","0","0"
"257",3311,"Rhabdotorrhinus exarhatus","Bucerotidae","Bucerotiformes","AVIBASE-C0BD105F",5,2,3,0,4,91.6,75.5,25.2,38.4,42.3,226.8,35.9,190.6,15.8,208,370,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.65,1.64,-1.89,121.13,128079.13,22682504,3,1,"0","1","0","0","0","1","0","0","0","0","0","0"
"258",3312,"Rhabdotorrhinus leucocephalus","Bucerotidae","Bucerotiformes","AVIBASE-400BE12E",6,3,3,0,4,129.3,106,34.2,43.4,53,316,70.5,242.5,22.5,230.5,1086,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",5.56,10.47,7.71,124.86,89999.67,22682522,2,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"259",3313,"Rhabdotorrhinus waldeni","Bucerotidae","Bucerotiformes","AVIBASE-522A2DFD",6,2,4,0,4,141.5,115.1,35.2,67.7,58.5,331,68.7,271.6,20.2,265,1086,"Inferred",NA,"YES","Body Mass","Rhabdotorrhinus leucocephalus","Forest",1,1,"Herbivore","Frugivore","Insessorial",9.31,11.94,11.19,122.43,11113.86,22682517,5,1,"1","0","0","0","0","1","0","0","0","0","1","0"
"260",3293,"Rhinoplax vigil","Bucerotidae","Bucerotiformes","AVIBASE-88CDFD67",6,3,3,0,4,203.8,193.5,53,110.9,65.8,468,27,450.5,5.7,419.8,2887.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-5.66,12.04,1.29,108.67,1216391.66,22682464,5,1,"1","0","0","0","1","1","0","1","0","0","0","0"
"261",3318,"Rhyticeros cassidix","Bucerotidae","Bucerotiformes","AVIBASE-A535F76B",4,2,2,0,4,220.5,165.7,47,59.5,67.2,427.8,80.8,347,18.9,302.2,2360,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.71,1.76,-2.14,121.12,164525.74,22682525,3,1,"0","0","0","1","0","1","0","1","0","0","0","0"
