"","species","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other"
"1462","Caligavis chrysops","0","0","0","0","0","0","0","0","0","0","1","0"
"1463","Caligavis obscura","0","0","0","0","0","0","0","0","0","0","0","0"
"1464","Caligavis subfrenata","0","0","0","0","0","0","0","0","0","0","0","0"
"1465","Callacanthis burtoni","0","0","0","0","0","0","0","0","0","0","0","0"
"1466","Callaeas cinereus","1","1","0","0","0","1","0","0","0","0","0","0"
"1467","Callaeas wilsoni","1","1","0","0","0","1","0","0","0","0","0","0"
"1468","Calliope calliope","0","0","0","0","0","0","0","0","0","0","0","0"
"1469","Calliope obscura","1","0","1","0","1","1","0","0","0","0","0","0"
"1470","Calliope pectardens","1","0","0","0","0","1","0","0","0","0","0","0"
"1471","Calliope pectoralis","0","0","0","0","0","0","0","0","0","0","0","0"
"1472","Calliope tschebaiewi","0","0","0","0","0","0","0","0","0","0","0","0"
"1473","Callipepla californica","0","0","0","0","0","0","0","0","0","0","0","0"
"1474","Callipepla douglasii","0","0","0","0","0","0","0","0","0","0","0","0"
"1475","Callipepla gambelii","0","0","0","0","0","0","0","0","0","0","0","0"
"1476","Callipepla squamata","0","0","0","0","0","0","0","0","0","0","0","0"
"1477","Calliphlox amethystina","0","0","0","0","0","0","0","0","0","0","0","0"
"1478","Calliphlox bryantae","0","0","0","0","0","0","0","0","0","0","0","0"
"1479","Calliphlox mitchellii","0","0","0","0","0","0","0","0","0","0","0","0"
"1480","Callocephalon fimbriatum","0","0","0","0","0","0","0","0","0","0","1","0"
"1481","Callonetta leucophrys","0","0","0","0","0","0","0","0","0","0","0","0"
"1482","Calochaetes coccineus","0","0","0","0","0","0","0","0","0","0","0","0"
"1483","Caloenas nicobarica","1","1","0","0","0","1","0","0","0","0","0","0"
"1484","Calonectris borealis","0","1","0","0","0","1","0","0","1","0","0","0"
"1485","Calonectris diomedea","0","1","1","0","0","1","0","0","1","0","0","0"
"1486","Calonectris edwardsii","0","1","0","0","0","1","0","0","0","0","0","0"
"1487","Calonectris leucomelas","0","1","0","0","0","1","1","0","1","0","1","0"
"1488","Caloperdix oculeus","0","0","0","0","0","1","0","0","0","0","0","0"
"1489","Caloramphus fuliginosus","0","0","0","0","0","0","0","0","0","0","0","0"
"1490","Caloramphus hayii","1","0","0","0","0","1","0","0","0","0","0","0"
"1491","Calothorax lucifer","0","0","0","0","0","0","0","0","0","0","0","0"
"1492","Calothorax pulcher","0","0","0","0","0","0","0","0","0","0","0","0"
"1493","Calypte anna","0","0","0","0","0","0","0","0","0","0","0","0"
"1494","Calypte costae","0","0","0","0","0","0","0","0","0","0","0","0"
"1495","Calyptocichla serinus","0","0","0","0","0","0","0","0","0","0","0","0"
"1496","Calyptomena hosii","1","0","0","0","0","1","0","1","0","0","0","0"
"1497","Calyptomena viridis","1","0","0","0","0","1","0","1","0","0","0","0"
"1498","Calyptomena whiteheadi","0","0","0","0","0","0","0","0","0","0","0","0"
"1499","Calyptophilus frugivorus","1","0","0","0","0","1","0","0","0","0","0","0"
"1500","Calyptophilus tertius","1","1","0","0","0","1","0","0","0","0","0","0"
"1501","Calyptorhynchus banksii","0","0","0","0","0","0","0","0","0","0","0","0"
"1502","Calyptorhynchus lathami","0","0","0","0","0","0","0","0","0","0","1","0"
"1503","Calyptura cristata","1","0","0","0","0","1","0","0","0","0","1","0"
"1504","Camaroptera brachyura","0","0","0","0","0","0","0","0","0","0","0","0"
"1505","Camaroptera chloronota","0","0","0","0","0","0","0","0","0","0","0","0"
"1506","Camaroptera harterti","0","0","0","0","0","0","0","0","0","0","0","0"
"1507","Camaroptera superciliaris","0","0","0","0","0","0","0","0","0","0","0","0"
"1508","Camaroptera toroensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1509","Campephaga flava","0","0","0","0","0","0","0","0","0","0","0","0"
"1510","Campephaga petiti","0","0","0","0","0","0","0","0","0","0","0","0"
"1511","Campephaga phoenicea","0","0","0","0","0","0","0","0","0","0","0","0"
"1512","Campephaga quiscalina","0","0","0","0","0","0","0","0","0","0","0","0"
"1513","Campephilus gayaquilensis","1","0","0","0","0","0","0","0","0","0","0","0"
"1514","Campephilus guatemalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1515","Campephilus haematogaster","0","0","0","0","0","0","0","0","0","0","0","0"
"1516","Campephilus imperialis","0","0","0","0","0","1","0","0","0","0","1","0"
"1517","Campephilus leucopogon","0","0","0","0","0","0","0","0","0","0","0","0"
"1518","Campephilus magellanicus","0","0","0","0","0","0","0","0","0","0","1","0"
"1519","Campephilus melanoleucos","0","0","0","0","0","0","0","0","0","0","0","0"
"1520","Campephilus pollens","0","0","0","0","0","0","0","0","0","0","0","0"
"1521","Campephilus principalis","1","0","0","0","0","1","0","0","0","0","1","0"
"1522","Campephilus robustus","0","0","0","0","0","0","0","0","0","0","0","0"
"1523","Campephilus rubricollis","0","0","0","0","0","0","0","0","0","0","0","0"
"1524","Campephilus splendens","1","0","1","1","0","1","0","0","0","0","0","0"
"1525","Campethera abingoni","0","0","0","0","0","0","0","0","0","0","0","0"
"1526","Campethera bennettii","0","0","0","0","0","0","0","0","0","0","0","0"
"1527","Campethera cailliautii","0","0","0","0","0","0","0","0","0","0","0","0"
"1528","Campethera caroli","0","0","0","0","0","0","0","0","0","0","0","0"
"1529","Campethera maculosa","0","0","0","0","0","0","0","0","0","0","0","0"
"1530","Campethera mombassica","0","0","0","0","0","0","0","0","0","0","0","0"
"1531","Campethera nivosa","0","0","0","0","0","0","0","0","0","0","0","0"
"1532","Campethera notata","1","0","1","0","0","0","0","0","0","0","1","0"
"1533","Campethera nubica","0","0","0","0","0","0","0","0","0","0","0","0"
"1534","Campethera punctuligera","0","0","0","0","0","0","0","0","0","0","0","0"
"1535","Campethera scriptoricauda","0","0","0","0","0","0","0","0","0","0","0","0"
"1536","Campethera taeniolaema","0","0","0","0","0","0","0","0","0","0","0","0"
"1537","Campethera tullbergi","0","0","0","0","0","0","0","0","0","0","0","0"
"1538","Campicoloides bifasciatus","0","0","0","0","0","0","0","0","0","0","1","0"
"1539","Campochaera sloetii","0","0","0","0","0","0","0","0","0","0","0","0"
"1540","Camptostoma imberbe","0","0","0","0","0","0","0","0","0","0","0","0"
"1541","Camptostoma obsoletum","0","0","0","0","0","0","0","0","0","0","0","0"
"1542","Campylopterus curvipennis","0","0","0","0","0","0","0","0","0","0","0","0"
"1543","Campylopterus cuvierii","0","0","0","0","0","0","0","0","0","0","0","0"
"1544","Campylopterus duidae","0","0","0","0","0","0","0","0","0","0","0","0"
"1545","Campylopterus ensipennis","1","0","1","0","1","0","0","0","0","0","1","0"
"1546","Campylopterus falcatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1547","Campylopterus hemileucurus","0","0","0","0","0","0","0","0","0","0","0","0"
"1548","Campylopterus hyperythrus","0","0","0","0","0","0","0","0","0","0","1","0"
"1549","Campylopterus largipennis","1","0","0","1","1","0","0","0","0","0","0","0"
"1550","Campylopterus phainopeplus","1","0","0","0","0","1","0","1","1","0","0","0"
"1551","Campylopterus rufus","0","0","0","0","0","0","0","0","0","0","0","0"
"1552","Campylopterus villaviscensio","1","0","0","1","0","1","0","0","0","0","0","0"
"1553","Campylorhamphus falcularius","0","0","0","0","0","0","0","0","0","0","0","0"
"1554","Campylorhamphus multostriatus","1","0","0","1","0","0","0","0","0","0","0","0"
"1555","Campylorhamphus probatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1556","Campylorhamphus procurvoides","0","0","0","0","0","0","0","0","0","0","0","0"
"1557","Campylorhamphus pusillus","0","0","0","0","0","0","0","0","0","0","0","0"
"1558","Campylorhamphus trochilirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"1559","Campylorhynchus albobrunneus","0","0","0","0","0","0","0","0","0","0","0","0"
"1560","Campylorhynchus brunneicapillus","0","0","0","0","0","0","0","0","0","0","0","0"
"1561","Campylorhynchus capistratus","0","0","0","0","0","0","0","0","0","0","0","0"
"1562","Campylorhynchus chiapensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1563","Campylorhynchus fasciatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1564","Campylorhynchus griseus","0","0","0","0","0","0","0","0","0","0","0","0"
"1565","Campylorhynchus gularis","0","0","0","0","0","0","0","0","0","0","0","0"
"1566","Campylorhynchus humilis","0","0","0","0","0","0","0","0","0","0","0","0"
"1567","Campylorhynchus jocosus","0","0","0","0","0","0","0","0","0","0","0","0"
"1568","Campylorhynchus megalopterus","0","0","0","0","0","0","0","0","0","0","0","0"
"1569","Campylorhynchus nuchalis","0","0","0","0","0","0","0","0","0","0","0","0"
"1570","Campylorhynchus rufinucha","0","0","0","0","0","0","0","0","0","0","0","0"
"1571","Campylorhynchus turdinus","0","0","0","0","0","0","0","0","0","0","0","0"
"1572","Campylorhynchus yucatanicus","0","0","1","0","0","1","0","0","0","0","0","0"
"1573","Campylorhynchus zonatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1574","Canirallus oculeus","0","0","0","0","0","1","0","0","0","0","0","0"
"1575","Cantorchilus griseus","0","0","0","0","0","0","0","0","0","0","0","0"
"1576","Cantorchilus guarayanus","0","0","0","0","0","0","0","0","0","0","0","0"
"1577","Cantorchilus leucopogon","0","0","0","0","0","0","0","0","0","0","0","0"
"1578","Cantorchilus leucotis","0","0","0","0","0","0","0","0","0","0","0","0"
"1579","Cantorchilus longirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"1580","Cantorchilus modestus","0","0","0","0","0","0","0","0","0","0","0","0"
"1581","Cantorchilus nigricapillus","0","0","0","0","0","0","0","0","0","0","0","0"
"1582","Cantorchilus semibadius","0","0","0","0","0","0","0","0","0","0","0","0"
"1583","Cantorchilus superciliaris","0","0","0","0","0","0","0","0","0","0","0","0"
"1584","Cantorchilus thoracicus","0","0","0","0","0","0","0","0","0","0","0","0"
"1585","Cantorchilus zeledoni","0","0","0","0","0","0","0","0","0","0","0","0"
"1586","Capito auratus","0","0","0","0","0","0","0","0","0","0","0","0"
"1587","Capito aurovirens","0","0","0","0","0","0","0","0","0","0","0","0"
"1588","Capito brunneipectus","0","0","0","0","0","0","0","0","0","0","0","0"
"1589","Capito dayi","1","0","0","0","0","0","0","0","0","0","0","0"
"1590","Capito fitzpatricki","0","0","0","1","0","1","0","0","0","0","1","0"
"1591","Capito hypoleucus","1","0","1","1","0","1","0","0","0","0","0","0"
"1592","Capito maculicoronatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1593","Capito niger","0","0","0","0","0","0","0","0","0","0","0","0"
"1594","Capito quinticolor","1","0","1","1","1","1","0","0","0","0","0","0"
"1595","Capito squamatus","1","0","1","1","0","1","0","0","0","0","0","0"
"1596","Capito wallacei","0","0","0","0","0","1","0","0","0","0","1","0"
"1597","Caprimulgus aegyptius","0","0","0","0","0","0","0","0","0","0","0","0"
"1598","Caprimulgus affinis","0","0","0","0","0","0","0","0","0","0","0","0"
"1599","Caprimulgus andamanicus","0","0","0","0","0","0","0","0","0","0","0","0"
"1600","Caprimulgus asiaticus","0","0","0","0","0","0","0","0","0","0","0","0"
"1601","Caprimulgus atripennis","0","0","0","0","0","0","0","0","0","0","0","0"
"1602","Caprimulgus batesi","0","0","0","0","0","0","0","0","0","0","0","0"
"1603","Caprimulgus celebensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1604","Caprimulgus centralasicus","1","0","0","0","0","1","0","0","0","0","0","0"
"1605","Caprimulgus clarus","0","0","0","0","0","0","0","0","0","0","0","0"
"1606","Caprimulgus climacurus","0","0","0","0","0","0","0","0","0","0","0","0"
"1607","Caprimulgus concretus","1","0","0","1","0","1","0","1","0","0","0","0"
"1608","Caprimulgus donaldsoni","0","0","0","0","0","0","0","0","0","0","0","0"
"1609","Caprimulgus europaeus","0","0","0","0","0","0","0","0","0","0","0","0"
"1610","Caprimulgus eximius","0","0","0","0","0","0","0","0","0","0","0","0"
"1611","Caprimulgus fossii","0","0","0","0","0","0","0","0","0","0","0","0"
"1612","Caprimulgus fraenatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1613","Caprimulgus indicus","0","0","0","0","0","0","0","0","0","0","0","0"
"1614","Caprimulgus inornatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1615","Caprimulgus jotaka","0","0","0","0","0","0","0","0","0","0","0","0"
"1616","Caprimulgus longipennis","0","0","0","0","0","0","0","0","0","0","0","0"
"1617","Caprimulgus macrurus","0","0","0","0","0","0","0","0","0","0","0","0"
"1618","Caprimulgus madagascariensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1619","Caprimulgus mahrattensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1620","Caprimulgus manillensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1621","Caprimulgus meesi","0","0","0","0","0","0","0","0","0","0","0","0"
"1622","Caprimulgus natalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1623","Caprimulgus nubicus","0","0","0","0","0","0","0","0","0","0","0","0"
"1624","Caprimulgus pectoralis","0","0","0","0","0","0","0","0","0","0","0","0"
"1625","Caprimulgus phalaena","1","1","1","0","1","0","0","0","0","0","0","0"
"1626","Caprimulgus poliocephalus","0","0","0","0","0","0","0","0","0","0","0","0"
"1627","Caprimulgus prigoginei","1","0","0","0","0","0","0","0","0","0","0","0"
"1628","Caprimulgus pulchellus","1","0","0","0","0","1","0","1","0","0","0","0"
"1629","Caprimulgus ruficollis","0","0","0","0","0","0","0","0","0","0","0","0"
"1630","Caprimulgus rufigena","0","0","0","0","0","0","0","0","0","0","0","0"
"1631","Caprimulgus solala","1","0","0","0","0","1","0","1","0","0","0","0"
"1632","Caprimulgus stellatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1633","Caprimulgus tristigma","0","0","0","0","0","0","0","0","0","0","0","0"
"1634","Caprimulgus vexillarius","0","0","0","0","0","0","0","0","0","0","0","0"
"1635","Capsiempis flaveola","0","0","0","0","0","0","0","0","0","0","0","0"
"1636","Caracara cheriway","0","0","0","0","0","0","0","0","0","0","0","0"
"1637","Caracara plancus","0","0","0","0","0","0","0","0","0","0","0","0"
"1638","Cardellina canadensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1639","Cardellina pusilla","0","0","0","0","0","0","0","0","0","0","0","0"
"1640","Cardellina rubra","0","0","0","0","0","0","0","0","0","0","0","0"
"1641","Cardellina rubrifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"1642","Cardellina versicolor","1","1","0","1","1","1","1","0","0","1","0","0"
"1643","Cardinalis cardinalis","0","0","0","0","0","0","0","0","0","0","0","0"
"1644","Cardinalis phoeniceus","0","0","0","0","0","0","0","0","0","0","0","0"
"1645","Cardinalis sinuatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1646","Carduelis caniceps","0","0","0","0","0","0","0","0","0","0","0","0"
"1647","Carduelis carduelis","0","0","0","0","0","1","0","0","0","0","0","0"
"1648","Carduelis citrinella","0","0","0","0","0","0","0","0","0","0","0","0"
"1649","Carduelis corsicana","0","0","0","0","0","0","0","0","0","0","0","0"
"1650","Cariama cristata","0","0","0","0","0","0","0","0","0","0","0","0"
"1651","Caridonax fulgidus","0","0","0","0","0","0","0","0","0","0","0","0"
"1652","Carpococcyx radiceus","1","0","0","0","0","1","0","1","0","0","0","0"
"1653","Carpococcyx renauldi","1","0","0","0","0","1","0","1","0","0","0","0"
"1654","Carpococcyx viridis","1","0","0","0","0","1","0","0","0","0","0","0"
"1655","Carpodacus dubius","0","0","0","0","0","0","0","0","0","0","0","0"
"1656","Carpodacus edwardsii","0","0","0","0","0","0","0","0","0","0","0","0"
"1657","Carpodacus erythrinus","0","0","0","0","0","0","0","0","0","0","0","0"
"1658","Carpodacus formosanus","0","0","0","0","0","0","0","0","0","0","0","0"
"1659","Carpodacus pulcherrimus","0","0","0","0","0","0","0","0","0","0","0","0"
"1660","Carpodacus puniceus","0","0","0","0","0","0","0","0","0","0","0","0"
"1661","Carpodacus rhodochlamys","0","0","0","0","0","0","0","0","0","0","0","0"
"1662","Carpodacus roborowskii","0","0","0","0","0","0","0","0","0","0","0","0"
"1663","Carpodacus rodochroa","0","0","0","0","0","0","0","0","0","0","0","0"
"1664","Carpodacus rodopeplus","0","0","0","0","0","0","0","0","0","0","0","0"
"1665","Carpodacus roseus","0","0","0","0","0","0","0","0","0","0","0","0"
"1666","Carpodacus rubicilla","0","0","0","0","0","0","0","0","0","0","0","0"
"1667","Carpodacus rubicilloides","0","0","0","0","0","0","0","0","0","0","0","0"
"1668","Carpodacus sibiricus","0","0","0","0","0","0","0","0","0","0","0","0"
"1669","Carpodacus sillemi","0","0","0","0","0","0","0","0","0","0","0","0"
"1670","Carpodacus sipahi","0","0","0","0","0","0","0","0","0","0","0","0"
"1671","Carpodacus stoliczkae","0","0","0","0","0","0","0","0","0","0","0","0"
"1672","Carpodacus subhimachalus","0","0","0","0","0","0","0","0","0","0","0","0"
"1673","Carpodacus synoicus","0","0","0","0","0","0","0","0","0","0","0","0"
"1674","Carpodacus thura","0","0","0","0","0","0","0","0","0","0","0","0"
"1675","Carpodacus trifasciatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1676","Carpodacus verreauxii","0","0","0","0","0","0","0","0","0","0","0","0"
"1677","Carpodacus vinaceus","0","0","0","0","0","0","0","0","0","0","0","0"
"1678","Carpodacus waltoni","0","0","0","0","0","0","0","0","0","0","0","0"
"1679","Carpodectes antoniae","1","0","1","0","0","1","0","0","0","0","0","0"
"1680","Carpodectes hopkei","0","0","0","0","0","0","0","0","0","0","0","0"
"1681","Carpodectes nitidus","0","0","0","0","0","0","0","0","0","0","0","0"
"1682","Carpornis cucullata","1","0","1","1","1","1","0","0","0","0","0","0"
"1683","Carpornis melanocephala","1","0","0","0","0","1","0","1","0","0","0","0"
"1684","Carpospiza brachydactyla","0","0","0","0","0","0","0","0","0","0","0","0"
"1685","Carterornis castus","0","0","0","0","0","0","0","0","0","0","0","0"
"1686","Carterornis chrysomela","0","0","0","0","0","0","0","0","0","0","0","0"
"1687","Carterornis leucotis","0","0","0","0","0","0","0","0","0","0","0","0"
"1688","Carterornis pileatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1689","Caryothraustes canadensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1690","Caryothraustes celaeno","0","0","0","0","0","0","0","0","0","0","0","0"
"1691","Caryothraustes erythromelas","1","0","0","1","0","1","0","0","0","0","0","0"
"1692","Caryothraustes poliogaster","0","0","0","0","0","0","0","0","0","0","0","0"
"1693","Casiornis fuscus","0","0","0","0","0","0","0","0","0","0","0","0"
"1694","Casiornis rufus","0","0","0","0","0","0","0","0","0","0","0","0"
"1695","Cassiculus melanicterus","0","0","0","0","0","0","0","0","0","0","0","0"
"1696","Castanozoster thoracicus","0","0","0","0","0","0","0","0","0","0","0","0"
"1697","Casuarius bennetti","1","1","0","0","1","1","0","0","0","0","0","0"
"1698","Casuarius casuarius","1","1","1","0","1","1","0","1","0","0","1","0"
"1699","Casuarius unappendiculatus","1","0","0","0","0","1","0","0","0","0","0","0"
"1700","Catamblyrhynchus diadema","0","0","0","0","0","0","0","0","0","0","0","0"
"1701","Catamenia analis","0","0","0","0","0","0","0","0","0","0","0","0"
"1702","Catamenia homochroa","0","0","0","0","0","0","0","0","0","0","0","0"
"1703","Catamenia inornata","0","0","0","0","0","0","0","0","0","0","0","0"
"1704","Cataponera turdoides","0","0","0","0","0","0","0","0","0","0","0","0"
"1705","Catharacta antarctica","0","1","0","0","0","0","0","0","0","0","0","0"
"1706","Catharacta chilensis","0","0","0","0","0","1","0","0","0","0","1","0"
"1707","Catharacta maccormicki","0","0","0","0","0","0","0","0","0","0","0","0"
"1708","Catharacta skua","0","0","0","0","0","1","0","0","0","0","1","0"
"1709","Catharopeza bishopi","1","0","0","0","0","1","0","0","0","1","1","0"
"1710","Cathartes aura","0","0","0","0","0","0","0","0","0","0","0","0"
"1711","Cathartes burrovianus","0","0","0","0","0","0","0","0","0","0","0","0"
"1712","Cathartes melambrotus","0","0","0","0","0","0","0","0","0","0","0","0"
"1713","Catharus aurantiirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"1714","Catharus bicknelli","1","1","1","0","0","1","1","0","1","0","1","0"
"1715","Catharus dryas","1","0","0","0","0","0","0","0","0","0","0","0"
"1716","Catharus frantzii","0","0","0","0","0","0","0","0","0","0","0","0"
"1717","Catharus fuscater","0","0","0","0","0","0","0","0","0","0","0","0"
"1718","Catharus fuscescens","0","0","0","0","0","0","0","0","0","0","0","0"
"1719","Catharus gracilirostris","0","0","0","0","0","0","0","0","0","0","1","0"
"1720","Catharus guttatus","0","0","0","0","0","0","0","0","0","0","1","0"
"1721","Catharus maculatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1722","Catharus mexicanus","0","0","0","0","0","0","0","0","0","0","0","0"
"1723","Catharus minimus","0","0","0","0","0","0","0","0","0","0","0","0"
"1724","Catharus occidentalis","0","0","0","0","0","0","0","0","0","0","0","0"
"1725","Catharus swainsoni","0","0","0","0","0","0","0","0","0","0","0","0"
"1726","Catharus ustulatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1727","Catherpes mexicanus","0","0","0","0","0","0","0","0","0","0","0","0"
"1728","Catreus wallichii","1","0","0","0","0","1","1","1","0","0","0","0"
"1729","Ceblepyris caesius","0","0","0","0","0","0","0","0","0","0","0","0"
"1730","Ceblepyris cinereus","0","0","0","0","0","0","0","0","0","0","0","0"
"1731","Ceblepyris cucullatus","1","1","0","0","0","1","0","0","0","0","0","0"
"1732","Ceblepyris graueri","1","0","0","0","0","1","0","0","0","0","0","0"
"1733","Ceblepyris pectoralis","0","0","0","0","0","0","0","0","0","0","0","0"
"1734","Cecropis abyssinica","0","0","0","0","0","0","0","0","0","0","0","0"
"1735","Cecropis cucullata","0","0","0","0","0","0","0","0","0","0","0","0"
"1736","Cecropis daurica","0","1","0","0","0","0","0","0","0","0","0","0"
"1737","Cecropis hyperythra","0","0","0","0","0","0","0","0","0","0","0","0"
"1738","Cecropis semirufa","0","0","0","0","0","0","0","0","0","0","0","0"
"1739","Cecropis senegalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1740","Celebesica abbotti","0","0","0","0","0","0","0","0","0","0","0","0"
"1741","Celeus castaneus","0","0","0","0","0","0","0","0","0","0","0","0"
"1742","Celeus elegans","0","0","0","0","0","0","0","0","0","0","0","0"
"1743","Celeus flavescens","0","0","0","0","0","0","0","0","0","0","0","0"
"1744","Celeus flavus","0","0","0","0","0","0","0","0","0","0","0","0"
"1745","Celeus galeatus","1","0","1","0","1","1","0","1","0","0","0","0"
"1746","Celeus loricatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1747","Celeus lugubris","0","0","0","0","0","0","0","0","0","0","0","0"
"1748","Celeus obrieni","1","0","0","0","1","1","0","1","0","0","0","0"
"1749","Celeus occidentalis","0","0","0","0","0","0","0","0","0","0","0","0"
"1750","Celeus ochraceus","0","0","0","0","0","0","0","0","0","0","0","0"
"1751","Celeus spectabilis","0","0","0","0","0","0","0","0","0","0","0","0"
"1752","Celeus tinnunculus","1","0","0","0","0","0","0","0","0","0","0","0"
"1753","Celeus torquatus","1","0","0","0","1","0","0","0","0","0","0","0"
"1754","Celeus undatus","1","0","0","0","0","0","0","0","0","0","0","0"
"1755","Centrocercus minimus","1","0","1","1","1","1","0","0","0","0","1","0"
"1756","Centrocercus urophasianus","1","1","0","1","0","1","0","1","1","0","0","0"
"1757","Centropus andamanensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1758","Centropus anselli","0","0","0","0","0","0","0","0","0","0","0","0"
"1759","Centropus ateralbus","0","0","0","0","0","0","0","0","0","0","0","0"
"1760","Centropus bengalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1761","Centropus bernsteini","0","0","0","0","0","0","0","0","0","0","0","0"
"1762","Centropus celebensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1763","Centropus chalybeus","1","0","0","0","0","1","0","0","0","0","0","0"
"1764","Centropus chlororhynchos","1","1","0","0","0","1","0","1","0","0","0","0"
"1765","Centropus cupreicaudus","0","0","0","0","0","0","0","0","0","0","0","0"
"1766","Centropus goliath","0","0","0","0","0","0","0","0","0","0","0","0"
"1767","Centropus grillii","0","0","0","0","0","0","0","0","0","0","0","0"
"1768","Centropus leucogaster","0","0","0","0","0","0","0","0","0","0","0","0"
"1769","Centropus melanops","0","0","0","0","0","0","0","0","0","0","0","0"
"1770","Centropus menbeki","0","0","0","0","0","0","0","0","0","0","0","0"
"1771","Centropus milo","0","0","0","0","0","0","0","0","0","0","0","0"
"1772","Centropus monachus","0","0","0","0","0","0","0","0","0","0","0","0"
"1773","Centropus nigrorufus","1","0","1","0","0","1","0","0","0","0","0","0"
"1774","Centropus phasianinus","0","0","0","0","0","0","0","0","0","0","0","0"
"1775","Centropus rectunguis","1","0","0","0","0","1","0","1","0","0","0","0"
"1776","Centropus senegalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1777","Centropus sinensis","0","0","0","0","0","0","0","0","0","0","0","0"
"1778","Centropus spilopterus","0","0","0","0","0","0","0","0","0","0","0","0"
"1779","Centropus steerii","1","0","0","1","0","1","0","0","0","0","0","0"
"1780","Centropus superciliosus","0","0","0","0","0","0","0","0","0","0","0","0"
"1781","Centropus toulou","0","0","0","0","0","0","0","0","0","0","0","0"
"1782","Centropus unirufus","1","0","0","1","1","1","0","0","0","0","0","0"
"1783","Centropus violaceus","1","0","0","0","0","1","0","0","0","0","0","0"
"1784","Centropus viridis","0","0","0","0","0","0","0","0","0","0","0","0"
"1785","Cephalopterus glabricollis","1","0","0","0","1","1","0","0","0","0","1","0"
"1786","Cephalopterus ornatus","0","0","0","0","0","0","0","0","0","0","0","0"
"1787","Cephalopterus penduliger","1","0","1","1","1","1","0","0","0","0","0","0"
"1788","Cephalopyrus flammiceps","0","0","0","0","0","0","0","0","0","0","0","0"
"1789","Cepphus carbo","0","1","0","0","0","1","1","0","0","0","0","0"
"1790","Cepphus columba","0","1","0","0","0","1","0","0","1","0","1","0"
"1791","Cepphus grylle","0","1","0","0","0","1","0","0","1","0","0","0"
"1792","Ceratogymna atrata","0","0","0","0","0","0","0","0","0","0","0","0"
"1793","Ceratogymna elata","1","0","0","0","0","1","0","0","0","0","1","0"
"1794","Ceratopipra chloromeros","0","0","0","0","0","0","0","0","0","0","0","0"
"1795","Ceratopipra cornuta","0","0","0","0","0","0","0","0","0","0","0","0"
"1796","Ceratopipra erythrocephala","0","0","0","0","0","0","0","0","0","0","0","0"
"1797","Ceratopipra mentalis","0","0","0","0","0","0","0","0","0","0","0","0"
"1798","Ceratopipra rubrocapilla","0","0","0","0","0","0","0","0","0","0","0","0"
"1799","Cercibis oxycerca","0","0","0","0","0","0","0","0","0","0","0","0"
"1800","Cercococcyx lemaireae","0","0","0","0","0","1","0","0","0","0","0","0"
"1801","Cercococcyx mechowi","0","0","0","0","0","0","0","0","0","0","0","0"
"1802","Cercococcyx montanus","0","0","0","0","0","0","0","0","0","0","0","0"
"1803","Cercococcyx olivinus","0","0","0","0","0","0","0","0","0","0","0","0"
"1804","Cercomacra brasiliana","1","0","1","0","0","1","0","0","0","0","0","0"
"1805","Cercomacra carbonaria","1","0","0","0","0","1","0","1","0","0","0","0"
"1806","Cercomacra cinerascens","0","0","0","0","0","0","0","0","0","0","0","0"
"1807","Cercomacra ferdinandi","1","0","0","1","0","0","0","1","0","0","1","0"
"1808","Cercomacra manu","0","0","0","0","0","0","0","0","0","0","0","0"
"1809","Cercomacra melanaria","0","0","0","0","0","0","0","0","0","0","0","0"
"1810","Cercomacra nigricans","0","0","0","0","0","0","0","0","0","0","0","0"
